AAM4225	0.0033	0.9203	0.0050	0.0668	0.0046
AAM4210	0.0030	0.0020	0.0030	0.9873	0.0047
AAM4309	0.9915	0.0020	0.0020	0.0020	0.0025
AAM4205	0.0020	0.0020	0.0020	0.9920	0.0020
AAM4223	0.0040	0.0070	0.0264	0.9567	0.0059
AAM4268	0.0077	0.0030	0.0359	0.0101	0.9434
AAM4253	0.0020	0.0020	0.0217	0.2160	0.7583
AAM4279	0.0037	0.0035	0.0055	0.0030	0.9843
AAM4283	0.0060	0.0042	0.0090	0.0040	0.9768
AAM4002	0.0040	0.9874	0.0030	0.0026	0.0030
AAM4302	0.0063	0.9851	0.0034	0.0020	0.0032
AAM4209	0.0020	0.0020	0.0029	0.9894	0.0037
AAM4208	0.0020	0.0020	0.0030	0.9900	0.0030
AAM4247	0.0098	0.0020	0.0089	0.0030	0.9763
AAM4234	0.0275	0.0040	0.0070	0.9333	0.0282
AAM4276	0.0393	0.0030	0.0074	0.6395	0.3108
AAM4297	0.0102	0.0048	0.0234	0.0020	0.9596
AAM4319	0.0040	0.0036	0.9731	0.0055	0.0138
AAM4230	0.0098	0.0070	0.0311	0.9384	0.0137
